servicio;latitud;longitud;correlativo
F13I;-33.62623681;-70.61953287;12
F13I;-33.62531929;-70.6124549;13
F13I;-33.62192735;-70.61254261;14
F13I;-33.61689552;-70.61321416;15
F13I;-33.61559294;-70.60242201;16
F13I;-33.61569097;-70.60111961;17
F13I;-33.61448123;-70.59354148;18
F13I;-33.61434442;-70.58805269;19
F13I;-33.61338318;-70.58495243;20
F13I;-33.61265243;-70.57933431;21
F13I;-33.61237248;-70.5744143;22
F13I;-33.60916244;-70.57508882;23
F13I;-33.60891596;-70.57319821;24
F13I;-33.60560689;-70.57386018;25
F13I;-33.60586942;-70.57661322;26
F13I;-33.56943775;-70.58353471;27
F13I;-33.56704213;-70.56342147;28
F13I;-33.56629129;-70.55501607;29
F13I;-33.56767538;-70.55467461;30
F13I_fdo;-33.63387855;-70.6109865;0
F13I_fdo;-33.63460094;-70.61091371;1
F13I_fdo;-33.63474916;-70.61130458;2
F13I_fdo;-33.62784866;-70.61212472;3
F13I_fdo;-33.62858249;-70.61945819;4
F13I_fdo;-33.62623681;-70.61953287;5
F13I_fdo;-33.62531929;-70.6124549;6
F13I_fdo;-33.62192735;-70.61254261;7
F13I_fdo;-33.61689552;-70.61321416;8
F13I_fdo;-33.61559294;-70.60242201;9
F13I_fdo;-33.61569097;-70.60111961;10
F13I_fdo;-33.61448123;-70.59354148;11
F13I_fdo;-33.61434442;-70.58805269;12
F13I_fdo;-33.61338318;-70.58495243;13
F13I_fdo;-33.61265243;-70.57933431;14
F13I_fdo;-33.61237248;-70.5744143;15
F13I_fdo;-33.60916244;-70.57508882;16
F13I_fdo;-33.60891596;-70.57319821;17
F13I_fdo;-33.60560689;-70.57386018;18
F13I_fdo;-33.60586942;-70.57661322;19
F13I_fdo;-33.5637699;-70.58458386;20
F13I_fdo;-33.56255937;-70.57768914;21
F13I_fdo;-33.56857472;-70.57625805;22
F13I_fdo;-33.56704213;-70.56342147;23
F13I_fdo;-33.56629129;-70.55501607;24
F13I_fdo;-33.56767538;-70.55467461;25
F13I_fju;-33.63387855;-70.6109865;0
F13I_fju;-33.63460094;-70.61091371;1
F13I_fju;-33.63474916;-70.61130458;2
F13I_fju;-33.62784866;-70.61212472;3
F13I_fju;-33.62858249;-70.61945819;4
F13I_fju;-33.62623681;-70.61953287;5
F13I_fju;-33.62531929;-70.6124549;6
F13I_fju;-33.62192735;-70.61254261;7
F13I_fju;-33.61689552;-70.61321416;8
F13I_fju;-33.61559294;-70.60242201;9
F13I_fju;-33.61569097;-70.60111961;10
F13I_fju;-33.61448123;-70.59354148;11
F13I_fju;-33.61434442;-70.58805269;12
F13I_fju;-33.61338318;-70.58495243;13
F13I_fju;-33.61265243;-70.57933431;14
F13I_fju;-33.61237248;-70.5744143;15
F13I_fju;-33.60916244;-70.57508882;16
F13I_fju;-33.60891596;-70.57319821;17
F13I_fju;-33.60560689;-70.57386018;18
F13I_fju;-33.60586942;-70.57661322;19
F13I_fju;-33.56943775;-70.58353471;20
F13I_fju;-33.56704213;-70.56342147;21
F13I_fju;-33.56629129;-70.55501607;22
F13I_fju;-33.56767538;-70.55467461;23
F13I_fmavi;-33.63387855;-70.6109865;0
F13I_fmavi;-33.63460094;-70.61091371;1
F13I_fmavi;-33.63474916;-70.61130458;2
F13I_fmavi;-33.62899565;-70.61199517;3
F13I_fmavi;-33.62992064;-70.61919217;4
F13I_fmavi;-33.62858249;-70.61945819;5
F13I_fmavi;-33.62941493;-70.62474536;6
F13I_fmavi;-33.62955839;-70.62892005;7
F13I_fmavi;-33.6254743;-70.62815326;8
F13I_fmavi;-33.62542053;-70.62607174;9
F13I_fmavi;-33.62620133;-70.62498686;10
F13I_fmavi;-33.62642968;-70.62270579;11
F13I_fmavi;-33.62623681;-70.61953287;12
F13I_fmavi;-33.62531929;-70.6124549;13
F13I_fmavi;-33.62192735;-70.61254261;14
F13I_fmavi;-33.61689552;-70.61321416;15
F13I_fmavi;-33.61559294;-70.60242201;16
F13I_fmavi;-33.61569097;-70.60111961;17
F13I_fmavi;-33.61448123;-70.59354148;18
F13I_fmavi;-33.61434442;-70.58805269;19
F13I_fmavi;-33.61338318;-70.58495243;20
F13I_fmavi;-33.61265243;-70.57933431;21
F13I_fmavi;-33.61237248;-70.5744143;22
F13I_fmavi;-33.60916244;-70.57508882;23
F13I_fmavi;-33.60891596;-70.57319821;24
F13I_fmavi;-33.60560689;-70.57386018;25
F13I_fmavi;-33.60586942;-70.57661322;26
F13I_fmavi;-33.56943775;-70.58353471;27
F13I_fmavi;-33.56704213;-70.56342147;28
F13I_fmavi;-33.56629129;-70.55501607;29
F13I_fmavi;-33.56767538;-70.55467461;30
F13I_fsa;-33.63387855;-70.6109865;0
F13I_fsa;-33.63460094;-70.61091371;1
F13I_fsa;-33.63474916;-70.61130458;2
F13I_fsa;-33.62784866;-70.61212472;3
F13I_fsa;-33.62859052;-70.6195338;4
F13I_fsa;-33.62941493;-70.62474536;5
F13I_fsa;-33.62955839;-70.62892005;6
F13I_fsa;-33.6254743;-70.62815326;7
F13I_fsa;-33.62550998;-70.62612732;8
F13I_fsa;-33.62631967;-70.62490284;9
F13I_fsa;-33.62622242;-70.62338104;10
F13I_fsa;-33.62642968;-70.62270579;11
F13I_fsa;-33.62623681;-70.61953287;12
F13I_fsa;-33.62531929;-70.6124549;13
F13I_fsa;-33.62192735;-70.61254261;14
F13I_fsa;-33.61689552;-70.61321416;15
F13I_fsa;-33.61559294;-70.60242201;16
F13I_fsa;-33.61569097;-70.60111961;17
F13I_fsa;-33.61448123;-70.59354148;18
F13I_fsa;-33.61434442;-70.58805269;19
F13I_fsa;-33.61338318;-70.58495243;20
F13I_fsa;-33.61265243;-70.57933431;21
F13I_fsa;-33.61237248;-70.5744143;22
F13I_fsa;-33.6058621;-70.57577244;23
F13I_fsa;-33.60586942;-70.57661322;24
F13I_fsa;-33.56943775;-70.58353471;25
F13I_fsa;-33.56811026;-70.57236062;26
F13I_fsa;-33.56983864;-70.5718964;27
F13I_fsa;-33.5683591;-70.56482414;28
F13I_fsa;-33.56702872;-70.56305496;29
F13I_fsa;-33.56629129;-70.55501607;30
F13I_fsa;-33.56767538;-70.55467461;31
F13R;-33.56767538;-70.55467461;0
F13R;-33.56782779;-70.55546376;1
F13R;-33.56636635;-70.55550218;2
F13R;-33.56704213;-70.56342147;3
F13R;-33.56943775;-70.58353471;4
F13R;-33.56885019;-70.58364249;5
F13R;-33.56886325;-70.58403055;6
F13R;-33.5703757;-70.58353029;7
F13R;-33.58815937;-70.58001919;8
F13R;-33.59438506;-70.57906589;9
F13R;-33.61384274;-70.57509852;10
F13R;-33.61450491;-70.58115735;11
F13R;-33.6155435;-70.58667346;12
F13R;-33.61401564;-70.58696881;13
F13R;-33.61436759;-70.58835491;14
F13R;-33.61448123;-70.59354148;15
F13R;-33.61507198;-70.59807937;16
F13R;-33.61555235;-70.59998528;17
F13R;-33.61574711;-70.60165958;18
F13R;-33.61559294;-70.60242201;19
F13R;-33.61689552;-70.61321416;20
F13R;-33.62530845;-70.61259483;21
F13R;-33.62623681;-70.61953287;22
F13R;-33.62642968;-70.62270579;23
F13R;-33.62620133;-70.62498686;24
F13R;-33.62542053;-70.62607174;25
F13R;-33.6254743;-70.62815326;26
F13R;-33.62954654;-70.62913543;27
F13R;-33.62941493;-70.62474536;28
F13R;-33.62859052;-70.6195338;29
F13R;-33.62786487;-70.61226517;30
F13R;-33.63474916;-70.61130458;31
F13R;-33.63460094;-70.61091371;32
F13R;-33.63387855;-70.6109865;33
F13R_fdo;-33.56767538;-70.55467461;0
F13R_fdo;-33.56782779;-70.55546376;1
F13R_fdo;-33.56636635;-70.55550218;2
F13R_fdo;-33.56690504;-70.56213705;3
F13R_fdo;-33.56857472;-70.57625805;4
F13R_fdo;-33.56255937;-70.57768914;5
F13R_fdo;-33.5638379;-70.58490827;6
F13R_fdo;-33.61384274;-70.57509852;7
F13R_fdo;-33.61422418;-70.57842525;8
F13R_fdo;-33.61261657;-70.57861151;9
F13R_fdo;-33.61265243;-70.57933431;10
F13R_fdo;-33.61338318;-70.58495243;11
F13R_fdo;-33.61434442;-70.58805269;12
F13R_fdo;-33.61448123;-70.59354148;13
F13R_fdo;-33.61507198;-70.59807937;14
F13R_fdo;-33.61555235;-70.59998528;15
F13R_fdo;-33.61574711;-70.60165958;16
F13R_fdo;-33.61559294;-70.60242201;17
F13R_fdo;-33.61689552;-70.61321416;18
F13R_fdo;-33.62530845;-70.61259483;19
F13R_fdo;-33.62623681;-70.61953287;20
F13R_fdo;-33.62858249;-70.61945819;21
F13R_fdo;-33.62786487;-70.61226517;22
F13R_fdo;-33.63474916;-70.61130458;23
F13R_fdo;-33.63460094;-70.61091371;24
F13R_fdo;-33.63387855;-70.6109865;25
F13R_fju;-33.56767538;-70.55467461;0
F13R_fju;-33.56782779;-70.55546376;1
F13R_fju;-33.56636635;-70.55550218;2
F13R_fju;-33.56704213;-70.56342147;3
F13R_fju;-33.56943775;-70.58353471;4
F13R_fju;-33.56885019;-70.58364249;5
F13R_fju;-33.56886325;-70.58403055;6
F13R_fju;-33.5703757;-70.58353029;7
F13R_fju;-33.58815937;-70.58001919;8
F13R_fju;-33.59438506;-70.57906589;9
F13R_fju;-33.61384274;-70.57509852;10
F13R_fju;-33.61450491;-70.58115735;11
F13R_fju;-33.6155435;-70.58667346;12
F13R_fju;-33.61401564;-70.58696881;13
F13R_fju;-33.61436759;-70.58835491;14
F13R_fju;-33.61448123;-70.59354148;15
F13R_fju;-33.61507198;-70.59807937;16
F13R_fju;-33.61555235;-70.59998528;17
F13R_fju;-33.61574711;-70.60165958;18
F13R_fju;-33.61559294;-70.60242201;19
F13R_fju;-33.61689552;-70.61321416;20
F13R_fju;-33.62530845;-70.61259483;21
F13R_fju;-33.62623681;-70.61953287;22
F13R_fju;-33.62858249;-70.61945819;23
F13R_fju;-33.62786487;-70.61226517;24
F13R_fju;-33.63474916;-70.61130458;25
F13R_fju;-33.63460094;-70.61091371;26
F13R_fju;-33.63387855;-70.6109865;27
F13R_fmavi;-33.56767538;-70.55467461;0
F13R_fmavi;-33.56782779;-70.55546376;1
F13R_fmavi;-33.56636635;-70.55550218;2
F13R_fmavi;-33.56704213;-70.56342147;3
F13R_fmavi;-33.56943775;-70.58353471;4
F13R_fmavi;-33.56885019;-70.58364249;5
F13R_fmavi;-33.56886325;-70.58403055;6
F13R_fmavi;-33.5703757;-70.58353029;7
F13R_fmavi;-33.58815937;-70.58001919;8
F13R_fmavi;-33.59438506;-70.57906589;9
F13R_fmavi;-33.61384274;-70.57509852;10
F13R_fmavi;-33.61450491;-70.58115735;11
F13R_fmavi;-33.6155435;-70.58667346;12
F13R_fmavi;-33.61401564;-70.58696881;13
F13R_fmavi;-33.61436759;-70.58835491;14
F13R_fmavi;-33.61448123;-70.59354148;15
F13R_fmavi;-33.61507198;-70.59807937;16
F13R_fmavi;-33.61555235;-70.59998528;17
F13R_fmavi;-33.61574711;-70.60165958;18
F13R_fmavi;-33.61559294;-70.60242201;19
F13R_fmavi;-33.61689552;-70.61321416;20
F13R_fmavi;-33.62530845;-70.61259483;21
F13R_fmavi;-33.62623681;-70.61953287;22
F13R_fmavi;-33.62642968;-70.62270579;23
F13R_fmavi;-33.62620133;-70.62498686;24
F13R_fmavi;-33.62542053;-70.62607174;25
F13R_fmavi;-33.6254743;-70.62815326;26
F13R_fmavi;-33.62954654;-70.62913543;27
F13R_fmavi;-33.62941493;-70.62474536;28
F13R_fmavi;-33.62858249;-70.61945819;29
F13R_fmavi;-33.62992064;-70.61919217;30
F13R_fmavi;-33.62902101;-70.61212501;31
F13R_fmavi;-33.63474916;-70.61130458;32
F13R_fmavi;-33.63460094;-70.61091371;33
F13R_fmavi;-33.63387855;-70.6109865;34
F13R_fsa;-33.56767538;-70.55467461;0
F13R_fsa;-33.56782779;-70.55546376;1
F13R_fsa;-33.56636635;-70.55550218;2
F13R_fsa;-33.56694549;-70.56250405;3
F13R_fsa;-33.56702872;-70.56305496;4
F13R_fsa;-33.5683591;-70.56482414;5
F13R_fsa;-33.56983864;-70.5718964;6
F13R_fsa;-33.56811026;-70.57236062;7
F13R_fsa;-33.56943775;-70.58353471;8
F13R_fsa;-33.56885019;-70.58364249;9
F13R_fsa;-33.56886325;-70.58403055;10
F13R_fsa;-33.5703757;-70.58353029;11
F13R_fsa;-33.58815937;-70.58001919;12
F13R_fsa;-33.59438506;-70.57906589;13
F13R_fsa;-33.61384274;-70.57509852;14
F13R_fsa;-33.61450491;-70.58115735;15
F13R_fsa;-33.6155435;-70.58667346;16
F13R_fsa;-33.61401564;-70.58696881;17
F13R_fsa;-33.61436759;-70.58835491;18
F13R_fsa;-33.61448123;-70.59354148;19
F13R_fsa;-33.61507198;-70.59807937;20
F13R_fsa;-33.61555235;-70.59998528;21
F13R_fsa;-33.61574711;-70.60165958;22
F13R_fsa;-33.61559294;-70.60242201;23
F13R_fsa;-33.61689552;-70.61321416;24
F13R_fsa;-33.62530845;-70.61259483;25
F13R_fsa;-33.62623681;-70.61953287;26
F13R_fsa;-33.62642968;-70.62270579;27
F13R_fsa;-33.62620133;-70.62498686;28
F13R_fsa;-33.62542053;-70.62607174;29
F13R_fsa;-33.6254743;-70.62815326;30
F13R_fsa;-33.62954654;-70.62913543;31
F13R_fsa;-33.62941493;-70.62474536;32
F13R_fsa;-33.62859052;-70.6195338;33
F13R_fsa;-33.62786487;-70.61226517;34
F13R_fsa;-33.63474916;-70.61130458;35
F13R_fsa;-33.63460094;-70.61091371;36
F13R_fsa;-33.63387855;-70.6109865;37
F13cI;-33.63387855;-70.6109865;0
F13cI;-33.63460094;-70.61091371;1
F13cI;-33.63474916;-70.61130458;2
F13cI;-33.62784866;-70.61212472;3
F13cI;-33.62859052;-70.6195338;4
F13cI;-33.62941493;-70.62474536;5
F13cI;-33.62955839;-70.62892005;6
F13cI;-33.6254743;-70.62815326;7
F13cI;-33.62550998;-70.62612732;8
F13cI;-33.62631967;-70.62490284;9
F13cI;-33.62622242;-70.62338104;10
F13cI;-33.62642968;-70.62270579;11
F13cI;-33.62623681;-70.61953287;12
F13cI;-33.62531929;-70.6124549;13
F13cI;-33.62126807;-70.61261656;14
F13cI;-33.62075082;-70.61009535;15
F13cI;-33.61999182;-70.60326877;16
F13cI;-33.615698;-70.6033617;17
F13cI;-33.61554403;-70.59993124;18
F13cI;-33.61508085;-70.59809031;19
F13cI;-33.61448123;-70.59354148;20
F13cI;-33.61434442;-70.58805269;21
F13cI;-33.61338318;-70.58495243;22
F13cI;-33.61265243;-70.57933431;23
F13cI;-33.61237248;-70.5744143;24
F13cI;-33.60916244;-70.57508882;25
F13cI_fju;-33.63387855;-70.6109865;0
F13cI_fju;-33.63460094;-70.61091371;1
F13cI_fju;-33.63474916;-70.61130458;2
F13cI_fju;-33.62784866;-70.61212472;3
F13cI_fju;-33.62898219;-70.62198826;4
F13cI_fju;-33.62715788;-70.62219122;5
F13cI_fju;-33.62723517;-70.62317366;6
F13cI_fju;-33.62704976;-70.62355826;7
F13cI_fju;-33.62635275;-70.62307087;8
F13cI_fju;-33.62623681;-70.61953287;9
F13cI_fju;-33.62531929;-70.6124549;10
F13cI_fju;-33.62126807;-70.61261656;11
F13cI_fju;-33.62075082;-70.61009535;12
F13cI_fju;-33.61999182;-70.60326877;13
F13cI_fju;-33.615698;-70.6033617;14
F13cI_fju;-33.61554403;-70.59993124;15
F13cI_fju;-33.61508085;-70.59809031;16
F13cI_fju;-33.61448123;-70.59354148;17
F13cI_fju;-33.61434442;-70.58805269;18
F13cI_fju;-33.61338318;-70.58495243;19
F13cI_fju;-33.61265243;-70.57933431;20
F13cI_fju;-33.61237248;-70.5744143;21
F13cI_fju;-33.60916244;-70.57508882;22
F13cI_fmavi;-33.63387855;-70.6109865;0
F13cI_fmavi;-33.63460094;-70.61091371;1
F13cI_fmavi;-33.63474916;-70.61130458;2
F13cI_fmavi;-33.62899565;-70.61199517;3
F13cI_fmavi;-33.62992064;-70.61919217;4
F13cI_fmavi;-33.62858249;-70.61945819;5
F13cI_fmavi;-33.62941493;-70.62474536;6
F13cI_fmavi;-33.62955839;-70.62892005;7
F13cI_fmavi;-33.6254743;-70.62815326;8
F13cI_fmavi;-33.62550998;-70.62612732;9
F13cI_fmavi;-33.62631967;-70.62490284;10
F13cI_fmavi;-33.62622242;-70.62338104;11
F13cI_fmavi;-33.62642968;-70.62270579;12
F13cI_fmavi;-33.62623681;-70.61953287;13
F13cI_fmavi;-33.62531929;-70.6124549;14
F13cI_fmavi;-33.62126807;-70.61261656;15
F13cI_fmavi;-33.62075082;-70.61009535;16
F13cI_fmavi;-33.61999182;-70.60326877;17
F13cI_fmavi;-33.615698;-70.6033617;18
F13cI_fmavi;-33.61554403;-70.59993124;19
F13cI_fmavi;-33.61508085;-70.59809031;20
F13cI_fmavi;-33.61448123;-70.59354148;21
F13cI_fmavi;-33.61434442;-70.58805269;22
F13cI_fmavi;-33.61338318;-70.58495243;23
F13cI_fmavi;-33.61265243;-70.57933431;24
F13cI_fmavi;-33.61237248;-70.5744143;25
F13cI_fmavi;-33.60916244;-70.57508882;26
F13cI_fmi;-33.63387855;-70.6109865;0
F13cI_fmi;-33.63460094;-70.61091371;1
F13cI_fmi;-33.63474916;-70.61130458;2
F13cI_fmi;-33.62784866;-70.61212472;3
F13cI_fmi;-33.62859052;-70.6195338;4
F13cI_fmi;-33.62941493;-70.62474536;5
F13cI_fmi;-33.62955839;-70.62892005;6
F13cI_fmi;-33.6254743;-70.62815326;7
F13cI_fmi;-33.62550998;-70.62612732;8
F13cI_fmi;-33.62631967;-70.62490284;9
F13cI_fmi;-33.62622242;-70.62338104;10
F13cI_fmi;-33.62642968;-70.62270579;11
F13cI_fmi;-33.62623681;-70.61953287;12
F13cI_fmi;-33.62531929;-70.6124549;13
F13cI_fmi;-33.62192735;-70.61254261;14
F13cI_fmi;-33.61689552;-70.61321416;15
F13cI_fmi;-33.61559294;-70.60242201;16
F13cI_fmi;-33.61569097;-70.60111961;17
F13cI_fmi;-33.61448123;-70.59354148;18
F13cI_fmi;-33.61434442;-70.58805269;19
F13cI_fmi;-33.61338318;-70.58495243;20
F13cI_fmi;-33.61265243;-70.57933431;21
F13cI_fmi;-33.61237248;-70.5744143;22
F13cI_fmi;-33.60916244;-70.57508882;23
F13cInc;-33.63387855;-70.6109865;0
F13cInc;-33.63271508;-70.61099718;1
F13cInc;-33.63204588;-70.60559436;2
F13cInc;-33.6314916;-70.60313687;3
F13cInc;-33.63053679;-70.60096307;4
F13cInc;-33.62924929;-70.59940844;5
F13cInc;-33.62757766;-70.59826718;6
F13cInc;-33.6252764;-70.59769646;7
F13cInc;-33.61995319;-70.59858988;8
F13cInc;-33.61624897;-70.57451713;9
F13cInc;-33.61445954;-70.57481872;10
F13cInc;-33.61307902;-70.57416846;11
F13cInc;-33.60916244;-70.57508882;12
F13cR;-33.60916244;-70.57508882;0
F13cR;-33.60891596;-70.57319821;1
F13cR;-33.60560689;-70.57386018;2
F13cR;-33.60586942;-70.57661322;3
F13cR;-33.61384274;-70.57509852;4
F13cR;-33.61450491;-70.58115735;5
F13cR;-33.6155435;-70.58667346;6
F13cR;-33.61401564;-70.58696881;7
F13cR;-33.61436759;-70.58835491;8
F13cR;-33.61449732;-70.59369267;9
F13cR;-33.61574711;-70.60165958;10
F13cR;-33.615698;-70.6033617;11
F13cR;-33.61999182;-70.60326877;12
F13cR;-33.62051861;-70.60922869;13
F13cR;-33.62116679;-70.61277636;14
F13cR;-33.62530845;-70.61259483;15
F13cR;-33.62623681;-70.61953287;16
F13cR;-33.62642968;-70.62270579;17
F13cR;-33.62620133;-70.62498686;18
F13cR;-33.62542053;-70.62607174;19
F13cR;-33.6254743;-70.62815326;20
F13cR;-33.62954654;-70.62913543;21
F13cR;-33.62941493;-70.62474536;22
F13cR;-33.62859052;-70.6195338;23
F13cR;-33.62786487;-70.61226517;24
F13cR;-33.63474916;-70.61130458;25
F13cR;-33.63460094;-70.61091371;26
F13cR;-33.63387855;-70.6109865;27
F13cR_fju;-33.60916244;-70.57508882;0
F13cR_fju;-33.60891596;-70.57319821;1
F13cR_fju;-33.60560689;-70.57386018;2
F13cR_fju;-33.60586942;-70.57661322;3
F13cR_fju;-33.61384274;-70.57509852;4
F13cR_fju;-33.61450491;-70.58115735;5
F13cR_fju;-33.6155435;-70.58667346;6
F13cR_fju;-33.61401564;-70.58696881;7
F13cR_fju;-33.61436759;-70.58835491;8
F13cR_fju;-33.61449732;-70.59369267;9
F13cR_fju;-33.61574711;-70.60165958;10
F13cR_fju;-33.615698;-70.6033617;11
F13cR_fju;-33.61999182;-70.60326877;12
F13cR_fju;-33.62051861;-70.60922869;13
F13cR_fju;-33.62116679;-70.61277636;14
F13cR_fju;-33.62530845;-70.61259483;15
F13cR_fju;-33.62623681;-70.61953287;16
F13cR_fju;-33.62635275;-70.62307087;17
F13cR_fju;-33.62704976;-70.62355826;18
F13cR_fju;-33.62723517;-70.62317366;19
F13cR_fju;-33.62715788;-70.62219122;20
F13cR_fju;-33.62898219;-70.62198826;21
F13cR_fju;-33.62786487;-70.61226517;22
F13cR_fju;-33.63474916;-70.61130458;23
F13cR_fju;-33.63460094;-70.61091371;24
F13cR_fju;-33.63387855;-70.6109865;25
F13cR_fmavi;-33.60916244;-70.57508882;0
F13cR_fmavi;-33.60891596;-70.57319821;1
F13cR_fmavi;-33.60560689;-70.57386018;2
F13cR_fmavi;-33.60586942;-70.57661322;3
F13cR_fmavi;-33.61384274;-70.57509852;4
F13cR_fmavi;-33.61450491;-70.58115735;5
F13cR_fmavi;-33.6155435;-70.58667346;6
F13cR_fmavi;-33.61401564;-70.58696881;7
F13cR_fmavi;-33.61436759;-70.58835491;8
F13cR_fmavi;-33.61449732;-70.59369267;9
F13cR_fmavi;-33.61574711;-70.60165958;10
F13cR_fmavi;-33.615698;-70.6033617;11
F13cR_fmavi;-33.61999182;-70.60326877;12
F13cR_fmavi;-33.62051861;-70.60922869;13
F13cR_fmavi;-33.62116679;-70.61277636;14
F13cR_fmavi;-33.62530845;-70.61259483;15
F13cR_fmavi;-33.62623681;-70.61953287;16
F13cR_fmavi;-33.62642968;-70.62270579;17
F13cR_fmavi;-33.62620133;-70.62498686;18
F13cR_fmavi;-33.62542053;-70.62607174;19
F13cR_fmavi;-33.6254743;-70.62815326;20
F13cR_fmavi;-33.62954654;-70.62913543;21
F13cR_fmavi;-33.62941493;-70.62474536;22
F13cR_fmavi;-33.62858249;-70.61945819;23
F13cR_fmavi;-33.62992064;-70.61919217;24
F13cR_fmavi;-33.62902101;-70.61212501;25
F13cR_fmavi;-33.63474916;-70.61130458;26
F13cR_fmavi;-33.63460094;-70.61091371;27
F13cR_fmavi;-33.63387855;-70.6109865;28
F13cR_fmi;-33.60916244;-70.57508882;0
F13cR_fmi;-33.60891596;-70.57319821;1
F13cR_fmi;-33.60560689;-70.57386018;2
F13cR_fmi;-33.60586942;-70.57661322;3
F13cR_fmi;-33.61384274;-70.57509852;4
F13cR_fmi;-33.61450491;-70.58115735;5
F13cR_fmi;-33.6155435;-70.58667346;6
F13cR_fmi;-33.61401564;-70.58696881;7
F13cR_fmi;-33.61436759;-70.58835491;8
F13cR_fmi;-33.61448123;-70.59354148;9
F13cR_fmi;-33.61507198;-70.59807937;10
F13cR_fmi;-33.61555235;-70.59998528;11
F13cR_fmi;-33.61574711;-70.60165958;12
F13cR_fmi;-33.61559294;-70.60242201;13
F13cR_fmi;-33.61689552;-70.61321416;14
F13cR_fmi;-33.62530845;-70.61259483;15
F13cR_fmi;-33.62623681;-70.61953287;16
F13cR_fmi;-33.62642968;-70.62270579;17
F13cR_fmi;-33.62620133;-70.62498686;18
F13cR_fmi;-33.62542053;-70.62607174;19
F13cR_fmi;-33.6254743;-70.62815326;20
F13cR_fmi;-33.62954654;-70.62913543;21
F13cR_fmi;-33.62941493;-70.62474536;22
F13cR_fmi;-33.62859052;-70.6195338;23
F13cR_fmi;-33.62786487;-70.61226517;24
F13cR_fmi;-33.63474916;-70.61130458;25
F13cR_fmi;-33.63460094;-70.61091371;26
F13cR_fmi;-33.63387855;-70.6109865;27
F13cRnc;-33.60916244;-70.57508882;0
F13cRnc;-33.60857166;-70.57048671;1
F13cRnc;-33.61068402;-70.57032024;2
F13cRnc;-33.61555737;-70.56933077;3
F13cRnc;-33.61853427;-70.59043627;4
F13cRnc;-33.61995319;-70.59858988;5
F13cRnc;-33.6252764;-70.59769646;6
F13cRnc;-33.62757766;-70.59826718;7
F13cRnc;-33.62924929;-70.59940844;8
F13cRnc;-33.63053679;-70.60096307;9
F13cRnc;-33.6314916;-70.60313687;10
F13cRnc;-33.63204588;-70.60559436;11
F13cRnc;-33.63271508;-70.61099718;12
F13cRnc;-33.63387855;-70.6109865;13
F14I;-33.59369744;-70.60238331;0
F14I;-33.59353377;-70.60039751;1
F14I;-33.58823939;-70.60115097;2
F14I;-33.58944322;-70.60845739;3
F14I;-33.58686868;-70.60948711;4
F14I;-33.58527131;-70.60957597;5
F14I;-33.58421667;-70.60189553;6
F14I;-33.58209219;-70.60229802;7
F14I;-33.57925609;-70.58161308;8
F14I;-33.57403989;-70.58260605;9
F14I;-33.57394609;-70.58077284;10
F14I;-33.57429324;-70.58042364;11
F14I;-33.57559623;-70.58008108;12
F14I;-33.5766052;-70.57663029;13
F14I;-33.57690424;-70.57651722;14
F14I;-33.57723394;-70.5754135;15
F14I;-33.58023344;-70.57143841;16
F14I;-33.57967693;-70.55624738;17
F14I;-33.5843288;-70.55565209;18
F14I;-33.58532294;-70.56335249;19
F14I;-33.58807627;-70.56313278;20
F14I;-33.59642858;-70.55801383;21
F14I;-33.59694784;-70.56617014;22
F14I;-33.60434226;-70.56478425;23
F14I;-33.60586942;-70.57661322;24
F14I;-33.61384274;-70.57509852;25
F14I_fdo;-33.59369744;-70.60238331;0
F14I_fdo;-33.59425805;-70.60713512;1
F14I_fdo;-33.58749815;-70.60823811;2
F14I_fdo;-33.58712472;-70.6085221;3
F14I_fdo;-33.58713154;-70.60938424;4
F14I_fdo;-33.58527131;-70.60957597;5
F14I_fdo;-33.58421667;-70.60189553;6
F14I_fdo;-33.58209219;-70.60229802;7
F14I_fdo;-33.57925609;-70.58161308;8
F14I_fdo;-33.57403989;-70.58260605;9
F14I_fdo;-33.57394609;-70.58077284;10
F14I_fdo;-33.57429324;-70.58042364;11
F14I_fdo;-33.57559623;-70.58008108;12
F14I_fdo;-33.5766052;-70.57663029;13
F14I_fdo;-33.57690424;-70.57651722;14
F14I_fdo;-33.57723394;-70.5754135;15
F14I_fdo;-33.58023344;-70.57143841;16
F14I_fdo;-33.57967693;-70.55624738;17
F14I_fdo;-33.58695752;-70.55530059;18
F14I_fdo;-33.58780172;-70.55916252;19
F14I_fdo;-33.58826738;-70.56299615;20
F14I_fdo;-33.59761249;-70.55709756;21
F14I_fdo;-33.60071547;-70.55632352;22
F14I_fdo;-33.60131409;-70.56534382;23
F14I_fdo;-33.60434226;-70.56478425;24
F14I_fdo;-33.60586942;-70.57661322;25
F14I_fdo;-33.61384274;-70.57509852;26
F14I_fma;-33.59369744;-70.60238331;0
F14I_fma;-33.59353377;-70.60039751;1
F14I_fma;-33.58823939;-70.60115097;2
F14I_fma;-33.58944322;-70.60845739;3
F14I_fma;-33.58686868;-70.60948711;4
F14I_fma;-33.58527131;-70.60957597;5
F14I_fma;-33.58462062;-70.60482297;6
F14I_fma;-33.58242373;-70.6052456;7
F14I_fma;-33.57925609;-70.58161308;8
F14I_fma;-33.57403989;-70.58260605;9
F14I_fma;-33.57394609;-70.58077284;10
F14I_fma;-33.57429324;-70.58042364;11
F14I_fma;-33.57559623;-70.58008108;12
